"name","index","debut","file_name","old_id","old_group","order","external_path","ps",""
"Togepi","335","2018/3/22","pm175","175","Togepi","","","","image"
"Togepi","336","2018/3/22","pm175.cAPRIL_2020_NOEVOLVE","175_12","Togepi","","","","image"
"Togetic","337","2018/3/22","pm176","176","Togepi","","","","image"
"Togetic","338","2022/4/12","pm176.cAPRIL_2020_NOEVOLVE","176_12","Togepi","","","","image"
"Natu","339","2018/8/20","pm177","177","Natu","","","","image"
"Xatu","340","2018/8/20","pm178","178","Natu","","","","image"
"Mareep","341","2018/4/15","pm179","179","Mareep","","","","image"
"Flaaffy","342","2018/4/15","pm180","180","Mareep","","","","image"
"Ampharos","343","2018/4/15","pm181","181","Mareep","","","","image"
"Ampharos(M)","344","2018/4/15","pm181.fMEGA","181_51","Mareep","","","","image"
"Bellossom","345","2019/10/3","pm182","182","Oddish","","","","image"
"Marill","346","2018/12/18","pm183","183","Marill","","","","image"
"Azumarill","347","2018/12/18","pm184","184","Marill","","","","image"
"Sudowoodo","348","2019/8/5","pm185","185","Sudowoodo","","","","image"
"Politoed","349","2019/8/6","pm186","186","Poliwag","","","","image"
"Hoppip","350","2022/2/12","pm187","187","Hoppip","","","","image"
"Skiploom","351","2022/2/12","pm188","188","Hoppip","","","","image"
"Jumpluff","352","2022/2/12","pm189","189","Hoppip","","","","image"
"Aipom","353","2019/5/7","pm190","190","Aipom","","","","image"
"Sunkern","354","2018/8/20","pm191","191","Sunkern","","","","image"
"Sunflora","355","2018/8/20","pm192","192","Sunkern","","","","image"
"Yanma","356","2019/9/20","pm193","193","Yanma","","","","image"
"Wooper","357","2020/12/11","pm194","194","Wooper","","","","image"
"Quagsire","358","2020/12/11","pm195","195","Wooper","","","","image"
"Espeon","359","2018/8/11","pm196","196","Eevee","","","","image"
"Espeon","360","2019/2/26","pm196.cNOVEMBER_2018","196_07","Eevee_07","","","","image"
"Espeon","361","2022/12/31","pm196.cHOLIDAY_2022","196_22h","Eevee_2022h","","","","image"
"Espeon","362","2023/4/4","pm196.cSPRING_2023","196_23s","Eevee_23s","","","","image"
"Umbreon","363","2018/8/11","pm197","197","Eevee","","","","image"
"Umbreon","364","2019/2/26","pm197.cNOVEMBER_2018","197_07","Eevee_07","","","","image"
"Umbreon","365","2022/12/31","pm197.cHOLIDAY_2022","197_22h","Eevee_2022h","","","","image"
"Umbreon","366","2023/4/4","pm197.cSPRING_2023","197_23s","Eevee_23s","","","","image"
"Murkrow","367","2018/3/31","pm198","198","Murkrow","","","","image"
"Slowking","368","2020/11/16","pm199","199","Slowpoke","","","","image"
"Slowking","369","2022/1/1","pm199.f2022","199_f2022","Slowpoke_2020","","","","image"
"Slowking","370","2023/3/18","pm199.fGALARIAN","199_51","Slowpoke_51","","","","image"
"Misdreavus","371","2018/12/1","pm200","200","Misdreavus","","","","image"
"Unown(A)","372","2020/8/7","pm201.fUNOWN_A","201_11","Unown","","","","image"
"Unown(B)","373","2022/6/4","pm201.fUNOWN_B","201_12","Unown","","","","image"
"Unown(C)","374","2020/11/22","pm201.fUNOWN_C","201_13","Unown","","","","image"
"Unown(D)","375","2022/8/17","pm201.fUNOWN_D","201_14","Unown","","","","image"
"Unown(E)","376","2022/5/13","pm201.fUNOWN_E","201_15","Unown","","","","image"
"Unown(F)","377","2021/7/17","pm201.fUNOWN_F","201_16","Unown","","","","image"
"Unown(G)","378","2020/7/25","pm201.fUNOWN_G","201_17","Unown","","","","image"
"Unown(H)","379","2023/2/18","pm201.fUNOWN_H","201_18","Unown","","","","image"
"Unown(I)","380","2022/5/13","pm201.fUNOWN_I","201_19","Unown","","","","image"
"Unown(J)","381","2022/2/26","pm201.fUNOWN_J","201_20","Unown","","","","image"
"Unown(K)","382","","pm201.fUNOWN_K","201_21","Unown","","","","image"
"Unown(L)","383","2020/8/7","pm201.fUNOWN_L","201_22","Unown","","","","image"
"Unown(M)","384","2023/8/4","pm201.fUNOWN_M","201_23","Unown","","","","image"
"Unown(N)","385","2022/8/27","pm201.fUNOWN_N","201_24","Unown","","","","image"
"Unown(O)","386","2020/7/25","pm201.fUNOWN_O","201_25","Unown","","","","image"
"Unown(P)","387","2022/8/27","pm201.fUNOWN_P","201_26","Unown","","","","image"
"Unown(Q)","388","","pm201.fUNOWN_Q","201_27","Unown","","","","image"
"Unown(R)","389","2020/8/7","pm201.fUNOWN_R","201_28","Unown","","","","image"
"Unown(S)","390","2022/5/13","pm201.fUNOWN_S","201_29","Unown","","","","image"
"Unown(T)","391","2020/8/7","pm201.fUNOWN_T","201_30","Unown","","","","image"
"Unown(U)","392","2020/8/7","pm201.fUNOWN_U","201_31","Unown","","","","image"
"Unown(V)","393","2022/5/13","pm201.fUNOWN_V","201_32","Unown","","","","image"
"Unown(W)","394","","pm201.fUNOWN_W","201_33","Unown","","","","image"
"Unown(X)","395","2022/8/27","pm201.fUNOWN_X","201_34","Unown","","","","image"
"Unown(Y)","396","2022/9/24","pm201.fUNOWN_Y","201_35","Unown","","","","image"
"Unown(Z)","397","","pm201.fUNOWN_Z","201_36","Unown","","","","image"
"Unown(!)","398","2023/8/4","pm201.fUNOWN_EXCLAMATION_POINT","201_37","Unown","","","","image"
"Unown(?)","399","","pm201.fUNOWN_QUESTION_MARK","201_38","Unown","","","","image"
"Wobbuffet","400","2018/3/22","pm202","202","Wobbuffet","","","","image"
"Wobbuffet","401","2018/3/22","pm202.g2","202_01","Wobbuffet","","","","image"
"Wobbuffet","402","2018/3/22","pm202.cJAN_2020_NOEVOLVE","202_11","Wobbuffet","","","","image"
"Wobbuffet","403","2018/3/22","pm202.cJAN_2020_NOEVOLVE.g2","202_01_11","Wobbuffet","","","","image"
"Girafarig","404","2022/2/26","pm203","203","Girafarig","","","","image"
"Pineco","405","2018/8/20","pm204","204","Pineco","","","","image"
"Forretress","406","2018/8/20","pm205","205","Pineco","","","","image"
"Dunsparce","407","2020/5/8","pm206","206","Dunsparce","","","","image"
"Gligar","408","2019/9/2","pm207","207","Gligar","","","","image"
"Steelix","409","2019/6/4","pm208","208","Onix","","","","image"
"Steelix(M)","410","2021/12/1","pm208.fMEGA","208_51","Onix","","","","image"
"Snubbull","411","2018/8/1","pm209","209","Snubbull","","","","image"
"Granbull","412","2018/8/1","pm210","210","Snubbull","","","","image"
"Qwilfish","413","2020/7/25","pm211","211","Qwilfish","","","","image"
"Scizor","414","2019/4/2","pm212","212","Scyther","","","","image"
"Scizor(M)","415","2022/8/10","pm212.fMEGA","212_51","Scyther","","","","image"
"Shuckle","416","2019/4/18","pm213","213","Shuckle","","","","image"
"Heracross","417","2021/8/6","pm214","214","Heracross","","","","image"
"Heracross","418","2021/8/6","pm214.g2","214_01","Heracross","","","","image"
"Sneasel","419","2019/7/25","pm215","215","Sneasel","","","","image"
"Sneasel","420","2021/9/21","pm215.cFASHION_2021_NOEVOLVE","215_2021_FASHION","Sneasel_2021_FASHION","","","","image"
"Teddiursa","421","2020/3/26","pm216","216","Teddiursa","","","","image"
"Ursaring","422","2020/3/26","pm217","217","Teddiursa","","","","image"
"Ursaluna","423","2022/11/12","pm901","901","Teddiursa","","","","image"
"Slugma","424","2021/1/7","pm218","218","Slugma","","","","image"
"Magcargo","425","2021/1/7","pm219","219","Slugma","","","","image"
"Swinub","426","2019/2/16","pm220","220","Swinub","","","","image"
"Piloswine","427","2019/2/16","pm221","221","Swinub","","","","image"
"Corsola","428","2022/2/26","pm222","222","Corsola","","","","image"
"Remoraid","429","2022/2/26","pm223","223","Remoraid","","","","image"
"Octillery","430","2022/2/26","pm224","224","Remoraid","","","","image"
"Delibird","431","2018/12/18","pm225","225","Delibird","","","","image"
"Delibird","432","2020/12/22","pm225.fWINTER_2020","225_winter2020","Delibird","","","","image"
"Mantine","433","2022/2/26","pm226","226","Mantine","","","","image"
"Skarmory","434","2019/11/1","pm227","227","Skarmory","","","","image"
"Houndour","435","2018/8/1","pm228","228","Houndour","","","","image"
"Houndoom","436","2018/8/1","pm229","229","Houndour","","","","image"
"Houndoom(M)","437","2018/8/1","pm229,fMEGA","229_51","Houndour","","","","image"
"Kingdra","438","2019/6/13","pm230","230","Horsea","","","","image"
"Phanpy","439","2022/2/26","pm231","231","Phanpy","","","","image"
"Donphan","440","2022/2/26","pm232","232","Phanpy","","","","image"
"Porygon2","441","2020/9/19","pm233","233","Porygon","","","","image"
"Stantler","442","2019/12/24","pm234","234","Stantler","","","","image"
"Stantler","443","2019/12/24","pm234.cWINTER_2018","234_08","Stantler","","","","image"
"Smeargle","444","2021/4/29","pm235","235","Smeargle","","","","image"
"Tyrogue","445","2022/2/26","pm236","236","Tyrogue","","","","image"
"Hitmontop","446","2022/2/26","pm237","237","Tyrogue","","","","image"
"Smoochum","447","2019/2/13","pm238","238","Jynx","","","","image"
"Smoochum","448","2019/2/13","pm238.cFALL_2020_NOEVOLVE","238_16","Jynx","","","","image"
"Elekid","449","2018/11/15","pm239","239","Electabuzz","","","","image"
"Elekid","450","2023/5/2","pm239.cSPRING_2023_INSTINCT","239_2023s","Electabuzz_23s","","","","image"
"Magby","451","2018/3/22","pm240","240","Magmar","","","","image"
"Miltank","452","2021/1/26","pm241","241","Miltank","","","","image"
"Blissey","453","2020/2/13","pm242","242","Chansey","","","","image"
"Blissey","454","2021/4/4","pm242.cNOVEMBER_2018","242_07","Chansey_07","","","","image"
"Raikou","455","2019/6/29","pm243","243","Raikou","","","","image"
"Entei","456","2019/7/14","pm244","244","Entei","","","","image"
"Suicune","457","2019/8/17","pm245","245","Suicune","","","","image"
"Larvitar","458","2018/6/16","pm246","246","Larvitar","","","","image"
"Pupitar","459","2018/6/16","pm247","247","Larvitar","","","","image"
"Tyranitar","460","2018/6/16","pm248","248","Larvitar","","","","image"
"Tyranitar(M)","461","2023/7/27","pm248.fMEGA","248_51","Larvitar","","","","image"
"Lugia","462","2018/3/16","pm249","249","Lugia","","","","image"
"Ho-Oh","463","2018/5/19","pm250","250","Ho Oh","","","","image"
"Celebi","464","2020/12/14","pm251","251","Celebi","","","","image"
"Treecko","465","2019/3/23","pm252","252","Treecko","","","","image"
"Grovyle","466","2019/3/23","pm253","253","Treecko","","","","image"
"Sceptile","467","2019/3/23","pm254","254","Treecko","","","","image"
"Sceptile(M)","468","2022/12/2","pm254.fMEGA","254_51","Treecko","","","","image"
"Torchic","469","2019/5/19","pm255","255","Torchic","","","","image"
"Combusken","470","2019/5/19","pm256","256","Torchic","","","","image"
"Blaziken","471","2019/5/19","pm257","257","Torchic","","","","image"
"Blaziken(M)","472","2022/12/2","pm257.fMEGA","257_51","Torchic","","","","image"
"Mudkip","473","2019/7/21","pm258","258","Mudkip","","","","image"
"Marshtomp","474","2019/7/21","pm259","259","Mudkip","","","","image"
"Swampert","475","2019/7/21","pm260","260","Mudkip","","","","image"
"Swampert(M)","476","2022/12/2","pm260.fMEGA","260_51","Mudkip","","","","image"
"Poochyena","477","2018/2/15","pm261","261","Poochyena","","","","image"
"Mightyena","478","2018/2/15","pm262","262","Poochyena","","","","image"
"Zigzagoon","479","2019/1/15","pm263","263","Zigzagoon","","","","image"
"Linoone","480","2019/1/15","pm264","264","Zigzagoon","","","","image"
"Zigzagoon","481","2020/5/25","pm263.fGALARIAN","263_31","Zigzagoon_31","","","","image"
"Linoone","482","2020/5/25","pm264.fGALARIAN","264_31","Zigzagoon_31","","","","image"
"Zigzagoon","483","2021/7/17","pm263.fGALARIAN.cGOFEST_2021_NOEVOLVE","263_31_47","Zigzagoon_31_47","","","","image"
"Wurmple","484","2020/1/2","pm265","265","Wurmple","","","","image"
"Wurmple","485","2020/1/2","pm265.cJAN_2020_NOEVOLVE","265_11","Wurmple","","","","image"
"Silcoon","486","2020/1/2","pm266","266","Wurmple","","","","image"
"Beautifly","487","2020/1/2","pm267","267","Wurmple","","","","image"
"Cascoon","488","2020/1/2","pm268","268","Wurmple","","","","image"
"Dustox","489","2020/1/2","pm269","269","Wurmple","","","","image"
"Lotad","490","2019/3/29","pm270","270","Lotad","","","","image"
"Lombre","491","2019/3/29","pm271","271","Lotad","","","","image"
"Ludicolo","492","2019/3/29","pm272","272","Lotad","","","","image"
"Seedot","493","2020/5/23","pm273","273","Seedot","","","","image"
"Nuzleaf","494","2020/5/23","pm274","274","Seedot","","","","image"
"Shiftry","495","2020/5/23","pm275","275","Seedot","","","","image"
"Taillow","496","2019/1/15","pm276","276","Taillow","","","","image"
"Swellow","497","2019/1/15","pm277","277","Taillow","","","","image"
"Wingull","498","2018/8/29","pm278","278","Wingull","","","","image"
"Pelipper","499","2018/8/29","pm279","279","Wingull","","","","image"
"Ralts","500","2019/8/3","pm280","280","Ralts","","","","image"
"Kirlia","501","2019/8/3","pm281","281","Ralts","","","","image"
"Kirlia","502","2019/8/3","pm281.cFALL_2020_NOEVOLVE","281_16","Ralts","","","","image"
"Gardevoir","503","2019/8/3","pm282","282","Ralts","","","","image"
"Gardevoir(M)","504","2023/2/8","pm282.fMEGA","282_51","Ralts","","","","image"
"Surskit","505","2023/2/18","pm283","283","Surskit","","","","image"
"Masquerain","506","2023/2/18","pm284","284","Surskit","","","","image"
"Shroomish","507","2022/6/4","pm285","285","Shroomish","","","","image"
"Breloom","508","2022/6/4","pm286","286","Shroomish","","","","image"
"Slakoth","509","2019/6/8","pm287","287","Slakoth","","","","image"
"Vigoroth","510","2019/6/8","pm288","288","Slakoth","","","","image"
"Slaking","511","2019/6/8","pm289","289","Slakoth","","","","image"
"Nincada","512","2020/3/19","pm290","290","Nincada","","","","image"
"Ninjask","513","2020/3/19","pm291","291","Nincada","","","","image"
"Shedinja","514","2022/10/1","pm292","292","Nincada","","","","image"
"Whismur","515","2021/7/17","pm293","293","Whismur","","","","image"
"Loudred","516","2021/7/17","pm294","294","Whismur","","","","image"
"Exploud","517","2021/7/17","pm295","295","Whismur","","","","image"
"Makuhita","518","2018/5/1","pm296","296","Makuhita","","","","image"
"Hariyama","519","2018/5/1","pm297","297","Makuhita","","","","image"
"Azurill","520","2018/12/18","pm298","298","Marill","","","","image"
"Nosepass","521","2021/3/9","pm299","299","Nosepass","","","","image"
"Skitty","522","2020/5/15","pm300","300","Skitty","","","","image"
"Delcatty","523","2020/5/15","pm301","301","Skitty","","","","image"
"Sableye","524","2017/10/20","pm302","302","Sableye","","","","image"
"Sableye","525","2020/10/23","pm302.fCOSTUME_2020","302_f20","Sableye","","","","image"
"Sableye(M)","526","2023/6/29","pm302.fMEGA","302_51","Sableye","","","","image"
"Mawile","527","2017/12/8","pm303","303","Mawile","","","","image"
"Aron","528","2018/1/23","pm304","304","Aron","","","","image"
"Lairon","529","2018/1/23","pm305","305","Aron","","","","image"
"Aggron","530","2018/1/23","pm306","306","Aron","","","","image"
"Aggron(M)","531","2022/9/16","pm306.fMEGA","306_51","Aron","","","","image"
"Meditite","532","2018/5/1","pm307","307","Meditite","","","","image"
"Medicham","533","2018/5/1","pm308","308","Meditite","","","","image"
"Medicham(M)","534","2023/3/8","pm308.fMEGA","308_51","Meditite","","","","image"
"Electrike","535","2019/9/1","pm309","309","Electrike","","","","image"
"Manectric","536","2019/9/1","pm310","310","Electrike","","","","image"
"Manectric(M)","537","2021/3/16","pm310.fMEGA","310_51","Electrike","","","","image"
"Plusle","538","2018/7/14","pm311","311","Plusle","","","","image"
"Minun","539","2018/7/14","pm312","312","Minun","","","","image"
"Volbeat","540","2020/4/21","pm313","313","Volbeat","","","","image"
"Illumise","541","2020/4/21","pm314","314","Illumise","","","","image"
"Roselia","542","2018/6/30","pm315","315","Roselia","","","","image"
"Gulpin","543","2023/2/18","pm316","316","Gulpin","","","","image"
"Swalot","544","2023/2/18","pm317","317","Gulpin","","","","image"
"Carvanha","545","2019/8/23","pm318","318","Carvanha","","","","image"
"Sharpedo","546","2019/8/23","pm319","319","Carvanha","","","","image"
"Wailmer","547","2018/4/23","pm320","320","Wailmer","","","","image"
"Wailord","548","2018/4/23","pm321","321","Wailmer","","","","image"
"Numel","549","2022/6/4","pm322","322","Numel","","","","image"
"Camerupt","550","2022/6/4","pm323","323","Numel","","","","image"
"Torkoal","551","2023/2/18","pm324","324","Torkoal","","","","image"
"Spoink","552","2019/2/4","pm325","325","Spoink","","","","image"
"Grumpig","553","2019/2/4","pm326","326","Spoink","","","","image"
"Spinda","554","","pm327","327","Spinda","","","","image"
"Spinda(#1)","555","2019/11/1","pm327.f00","327_11","Spinda","","","","image"
"Spinda(#2)","556","2020/9/1","pm327.f01","327_12","Spinda","","","","image"
"Spinda(#3)","557","2019/9/1","pm327.f02","327_13","Spinda","","","","image"
"Spinda(#4)","558","2020/11/1","pm327.f03","327_14","Spinda","","","","image"
"Spinda(#5)","559","2020/6/1","pm327.f04","327_15","Spinda","","","","image"
"Spinda(#6)","560","2020/3/1","pm327.f05","327_16","Spinda","","","","image"
"Spinda(#7)","561","2020/1/1","pm327.f06","327_17","Spinda","","","","image"
"Spinda(#8)","562","2019/7/1","pm327.f07","327_18","Spinda","","","","image"
"Spinda(#9)","563","2021/2/14","pm327.f08","327_19","Spinda","","","","image"
"Trapinch","564","2019/10/11","pm328","328","Trapinch","","","","image"
"Vibrava","565","2019/10/11","pm329","329","Trapinch","","","","image"
"Flygon","566","2019/10/11","pm330","330","Trapinch","","","","image"
"Cacnea","567","2023/2/18","pm331","331","Cacnea","","","","image"
"Cacturne","568","2023/2/18","pm332","332","Cacnea","","","","image"
"Swablu","569","2018/2/9","pm333","333","Swablu","","","","image"
"Altaria","570","2018/2/9","pm334","334","Swablu","","","","image"
"Altaria(M)","571","2021/5/15","pm334.fMEGA","334_51","Swablu","","","","image"
"Zangoose","572","2019/9/26","pm335","335","Zangoose","","","","image"
"Seviper","573","2019/9/28","pm336","336","Seviper","","","","image"
"Lunatone","574","2019/3/19","pm337","337","Lunatone","","","","image"
"Solrock","575","2019/3/19","pm338","338","Solrock","","","","image"
"Barboach","576","2019/8/23","pm339","339","Barboach","","","","image"
"Whiscash","577","2019/8/23","pm340","340","Barboach","","","","image"
"Corphish","578","2022/5/13","pm341","341","Corphish","","","","image"
"Crawdaunt","579","2022/5/13","pm342","342","Corphish","","","","image"
"Baltoy","580","2020/3/27","pm343","343","Baltoy","","","","image"
"Claydol","581","2020/3/27","pm344","344","Baltoy","","","","image"
"Lileep","582","2019/6/4","pm345","345","Lileep","","","","image"
"Cradily","583","2019/6/4","pm346","346","Lileep","","","","image"
"Anorith","584","2019/6/4","pm347","347","Anorith","","","","image"
"Armaldo","585","2019/6/4","pm348","348","Anorith","","","","image"
"Feebas","586","2019/1/19","pm349","349","Feebas","","","","image"
"Milotic","587","2019/1/19","pm350","350","Feebas","","","","image"
"Castform","588","2019/3/30","pm351","351_11","Castform","","","","image"
"Castform🔥","589","2022/12/1","pm351.fSUNNY","351_12","Castform","","","","image"
"Castform💧","590","2021/3/24","pm351.fRAINY","351_13","Castform","","","","image"
"Castform❄️","591","2022/12/1","pm351.fSNOWY","351_14","Castform","","","","image"
"Kecleon","592","2023/2/18","pm352","352","Kecleon","","","","image"
"Shuppet","593","2017/10/31","pm353","353","Shuppet","","","","image"
"Banette","594","2017/10/31","pm354","354","Shuppet","","","","image"
"Banette(M)","595","2022/10/20","pm354.fMEGA","354_51","Shuppet","","","","image"
"Duskull","596","2017/10/26","pm355","355","Duskull","","","","image"
"Dusclops","597","2017/10/26","pm356","356","Duskull","","","","image"
"Duskull","598","2022/11/1","pm355.cFALL_2022_NOEVOLVE","355_f22","Duskull_f22","","","","image"
"Dusclops","599","2022/11/1","pm356.cFALL_2022_NOEVOLVE","356_f22","Duskull_f22","","","","image"
"Tropius","600","2023/2/18","pm357","357","Tropius","","","","image"
"Chimecho","601","2021/7/17","pm358","358","Chimecho","","","","image"
"Absol","602","2017/12/8","pm359","359","Absol","","","","image"
"Absol","603","2022/9/27","pm359.cFALL_2022_NOEVOLVE","359_22n","Absol","","","","image"
"Absol(M)","604","2021/10/21","pm359.fMEGA","359_51","Absol","","","","image"
"Wynaut","605","2018/3/22","pm360","360","Wobbuffet","","","","image"
"Snorunt","606","2017/12/21","pm361","361","Snorunt","","","","image"
"Glalie","607","2017/12/21","pm362","362","Snorunt","","","","image"
"Glalie(M)","608","2022/12/15","pm362.fMEGA","362_51","Snorunt","","","","image"
"Spheal","609","2021/12/16","pm363","363","Spheal","","","","image"
"Sealeo","610","2021/12/16","pm364","364","Spheal","","","","image"
"Walrein","611","2021/12/16","pm365","365","Spheal","","","","image"
"Spheal","612","2021/12/16","pm363.cHOLIDAY_2021_NOEVOLVE","363_21holiday","Spheal","","","","image"
"Clamperl","613","2019/2/23","pm366","366","Clamperl","","","","image"
"Huntail","614","2019/2/23","pm367","367","Clamperl","","","","image"
"Gorebyss","615","2019/2/23","pm368","368","Clamperl","","","","image"
"Relicanth","616","2023/2/18","pm369","369","Relicanth","","","","image"
"Luvdisc","617","2018/2/13","pm370","370","Luvdisc","","","","image"
"Bagon","618","2019/4/13","pm371","371","Bagon","","","","image"
"Shelgon","619","2019/4/13","pm372","372","Bagon","","","","image"
"Salamence","620","2019/4/13","pm373","373","Bagon","","","","image"
"Salamence(M)","621","2023/1/10","pm373.fMEGA","373_51","Bagon","","","","image"
"Beldum","622","2018/10/21","pm374","374","Beldum","","","","image"
"Metang","623","2018/10/21","pm375","375","Beldum","","","","image"
"Metagross","624","2018/10/21","pm376","376","Beldum","","","","image"
"Regirock","625","2019/11/1","pm377","377","Regirock","","","","image"
"Regice","626","2019/11/1","pm378","378","Regice","","","","image"
"Registeel","627","2019/11/1","pm379","379","Registeel","","","","image"
"Latias","628","2019/2/22","pm380","380","Latias","","","","image"
"Latias(M)","629","2022/5/3","pm380.fMEGA","380_51","Latias","","","","image"
"Latios","630","2019/4/15","pm381","381","Latios","","","","image"
"Latios(M)","631","2022/5/3","pm381.fMEGA","381_51","Latios","","","","image"
"Kyogre","632","2018/6/7","pm382","382","Kyogre","","","","image"
"Kyogre","633","2023/2/18","pm382.fPRIMAL","382_p","Kyogre","","","","image"
"Groudon","634","2019/1/15","pm383","383","Groudon","","","","image"
"Groudon","635","2023/2/18","pm383.fPRIMAL","383_p","Groudon","","","","image"
"Rayquaza","636","2019/7/31","pm384","384","Rayquaza","","","","image"
"Rayquaza(M)","637","2023/8/4","pm384.fMEGA","384_51","Rayquaza","","","","image"
"Jirachi","638","2023/2/18","pm385","385","Jirachi","","","","image"
"Deoxys(N)","639","2020/8/7","pm386","386_11","Deoxys","","","","image"
"Deoxys(A)","640","2022/2/19","pm386.fATTACK","386_12","Deoxys","","","","image"
"Deoxys(D)","641","2022/2/22","pm386.fDEFENSE","386_13","Deoxys","","","","image"
"Deoxys(S)","642","2022/2/25","pm386.fSPEED","386_14","Deoxys","","","","image"
"Turtwig","643","2019/9/14","pm387","387","Turtwig","","","","image"
"Turtwig","644","2021/11/16","pm387.cGEMS_1_2021_NOEVOLVE","387_21gems1","Turtwig_21gems","","","","image"
"Turtwig","645","2021/11/16","pm387.cGEMS_2_2021_NOEVOLVE","387_21gems2","Turtwig_21gems","","","","image"
"Grotle","646","2019/9/14","pm388","388","Turtwig","","","","image"
"Torterra","647","2019/9/14","pm389","389","Turtwig","","","","image"
"Chimchar","648","2019/11/15","pm390","390","Chimchar","","","","image"
"Chimchar","649","2021/11/16","pm390.cGEMS_1_2021_NOEVOLVE","390_21gems1","Chimchar_21gems","","","","image"
"Chimchar","650","2021/11/16","pm390.cGEMS_2_2021_NOEVOLVE","390_21gems2","Chimchar_21gems","","","","image"
"Monferno","651","2019/11/15","pm391","391","Chimchar","","","","image"
"Infernape","652","2019/11/15","pm392","392","Chimchar","","","","image"
"Piplup","653","2020/1/18","pm393","393","Piplup","","","","image"
"Piplup","654","2021/10/15","pm393.cHALLOWEEN_2021_NOEVOLVE","393_21Ha","Piplup_21Ha","","","","image"
"Piplup","655","2021/11/16","pm393.cGEMS_1_2021_NOEVOLVE","393_21gems1","Piplup_21gems","","","","image"
"Piplup","656","2021/11/16","pm393.cGEMS_2_2021_NOEVOLVE","393_21gems2","Piplup_21gems","","","","image"
"Prinplup","657","2020/1/18","pm394","394","Piplup","","","","image"
"Empoleon","658","2020/1/18","pm395","395","Piplup","","","","image"
"Starly","659","2022/7/17","pm396","396","Starly","","","","image"
"Staravia","660","2022/7/17","pm397","397","Starly","","","","image"
"Staraptor","661","2022/7/17","pm398","398","Starly","","","","image"
"Bidoof","662","2021/6/25","pm399","399","Bidoof","","","","image"
"Bibarel","663","2021/6/25","pm400","400","Bidoof","","","","image"
"Kricketot","664","2020/10/2","pm401","401","Kricketot","","","","image"
"Kricketune","665","2020/10/2","pm402","402","Kricketot","","","","image"
"Shinx","666","2018/10/16","pm403","403","Shinx","","","","image"
"Shinx","667","2018/10/16","pm403.cFALL_2020_NOEVOLVE","403_16","Shinx","","","","image"
"Luxio","668","2018/10/16","pm404","404","Shinx","","","","image"
"Luxray","669","2018/10/16","pm405","405","Shinx","","","","image"
"Budew","670","2018/11/6","pm406","406","Roselia","","","","image"
"Roserade","671","2018/11/14","pm407","407","Roselia","","","","image"
"Cranidos","672","2021/7/23","pm408","408","Cranidos","","","","image"
"Rampardos","673","2021/7/23","pm409","409","Cranidos","","","","image"
"Shieldon","674","2021/7/23","pm410","410","Shieldon","","","","image"
"Bastiodon","675","2021/7/23","pm411","411","Shieldon","","","","image"
"Burmy","676","2019/12/5","pm412.fBURMY_PLANT","412_11","Burmy","","","","image"
"Burmy","677","2019/12/5","pm412.fBURMY_SANDY","412_12","Burmy","","","","image"
"Burmy","678","2019/12/5","pm412.fBURMY_TRASH","412_13","Burmy","","","","image"
"Wormadam","679","2019/12/5","pm413.fWORMADAM_PLANT","413_11","Burmy","","","","image"
"Wormadam","680","2019/12/5","pm413.fWORMADAM_SANDY","413_12","Burmy","","","","image"
"Wormadam","681","2019/12/5","pm413.fWORMADAM_TRASH","413_13","Burmy","","","","image"
"Mothim","682","2019/12/5","pm414","414","Burmy","","","","image"
"Combee","683","2022/7/22","pm415","415","Combee","","","","image"
"Combee","684","2022/7/22","pm415.g2","415_01","Combee","","","","image"
"Vespiquen","685","2022/7/22","pm416","416","Combee","","","","image"
"Pachirisu","686","","pm417","417","Pachirisu","","","","image"
"Buizel","687","2021/1/12","pm418","418","Buizel","","","","image"
"Floatzel","688","2021/1/12","pm419","419","Buizel","","","","image"
"Cherubi","689","2022/4/20","pm420","420","Cherubi","","","","image"
"Cherrim","690","2022/4/20","pm421.fOVERCAST","421_11","Cherubi","","","","image"
"Cherrim","691","2022/4/20","pm421.fSUNNY","421_12","Cherubi","","","","image"
"Shellos(E)","692","2023/8/27","pm422.fEAST_SEA","422","Shellos","","","","image"
"Shellos(W)","693","2023/8/27","pm422.fWEST_SEA","422_west","Shellos","","","","image"
"Gastrodon(E)","694","2023/8/27","pm423.fEAST_SEA","423","Shellos","","","","image"
"Gastrodon(W)","695","2023/8/27","pm423.fWEST_SEA","423_west","Shellos","","","","image"
"Ambipom","696","2019/5/7","pm424","424","Aipom","","","","image"
"Drifloon","697","2018/10/23","pm425","425","Drifloon","","","","image"
"Drifblim","698","2018/10/23","pm426","426","Drifloon","","","","image"
"Drifblim","699","2021/10/15","pm426.cHALLOWEEN_2021_NOEVOLVE","426_21Ha","Drifloon_21Ha","","","","image"
"Buneary","700","2019/4/16","pm427","427","Buneary","","","","image"
"Lopunny","701","2019/4/16","pm428","428","Buneary","","","","image"
"Lopunny","702","2022/4/12","pm428.cAPRIL_2020_NOEVOLVE","428_12","Buneary","","","","image"
"Lopunny(M)","703","2021/4/4","pm428.fMEGA","428_51","Buneary","","","","image"
"Buneary","704","2019/4/16","pm427.cAPRIL_2020_NOEVOLVE","427_12","Buneary","","","","image"
"Mismagius","705","2018/12/1","pm429","429","Misdreavus","","","","image"
"Honchkrow","706","2018/11/14","pm430","430","Murkrow","","","","image"
